Choose the category that suits you most.,Gender,What is your current age (in years)?,How long have you worked in community health (In years),What is your marital status,Highest level of education completed,"Are you aware of any national community health policies, strategies or guidelines (e.g., Community Health Strategy, 2021-2025)?","Have you received any orientation on any community health policies, guidelines or strategies in the last 2 years?","In your opinion, how clearly are community health policies, guidelines or strategies communicated to CHAs?","To what extent are the community health policies, guidelines and/or strategies being implemented in your subcounty/county?",The CHC held at least one meeting in the last quarter.,The CHC participated in preparing the CHU annual work plan and/or operational plan.,The CHC coordinated or participated in a community dialogue day or health action day in the last 6 months.,The CHC was involved in mobilizing resources to support community health services in the past year.,Which areas of policy implementation face the greatest challenges? : Management and coordination of community health activities,Clarity of the role of CHPs,Supplies and commodities,Supportive supervision,Community unit functionality,Funding for community health activities,How did you access training to become a Community Health Assistant?: Enrolled through a formal training institution (college/university),Selected and trained by county government,Trained through a partner/NGO programme,Upgraded or transitioned from another health cadre,On-the-job training without formal enrolment,Other (please specify),What was the total duration of your training programme?,"In your opinion, was the duration of the training adequate for the CHA role?",How relevant was the training content to your actual day-to-day work as a CHA?,"How well did your training prepare you for the following responsibilities?: Supervising, on-boarding, training and mentoring CHPs",Coordinating community units,Supporting service delivery,Managing and validating community data,Serving as a link to health facilities,What is the nature of your current engagement as a Community Health Assistant (CHA)?,Other (please specify),"Employment terms and conditions:My salary, allowances and benefits are clearly defined.","My salary, allowances and benefits are well aligned with my role and responsibilities.","My salary, allowances and benefits are similar to my colleagues with similar qualifications doing similar jobs.",I feel secure in my current employment.,The terms of my employment positively influence my morale and decision to remain in my current employment.,My employment terms clearly states my roles and responsibilities.,My employment terms clearly states my entitlements.,Performance management: Clear job descriptions standards and performance expectations exist and utilized.,Supportive supervision is practiced.,Periodic performance evaluations are carried out.,Reward and recognition systems are in place.,Felt in the way stated over the last two weeks : I have felt cheerful and in good spirits.,I have felt calm and relaxed.,I have felt active and vigorous.,I woke up feeling fresh and rested.,My daily life has been filled with things that interest me.,Are you aware of dedicated county budget lines for community health?,Role of partner funding in supporting community health work,In which ways have partners supported community health workers (CHWs) in your area?: Training and capacity building,Provision of stipends or top-up allowances,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",Support for data collection and reporting systems,Support for supervision and mentorship,Community outreach and mobilization activities,Health commodities and supplies,Transport or facilitation for field activities,Other (please specify),Do you receive an income?,Income and incentives: My salary is commensurate with the work I do.,The payment system in my workplace is reliable.,Allowances are fairly applied at my workplace.,The facility attached supports teamwork among community units staff.,I feel supported by my employer to pursue personal development.,I receive recognition for the work done.,The incentives available make me feel motivated to continue working at my current workplace.,What non-financial incentives do CHAs receive?: Uniforms / badges,Phone,Airtime,Transport support,Recognition events,Training opportunities,None,Other (please specify),What data collection tools do CHAs use?: MOH Registers,Activity reporting forms,Digital tools (e-CHIS),Partner tools,Other (please specify),Are the tools adequate for the work required?,How frequently do CHAs submit reports?,How would you rate data accuracy and completeness?,Is community-level data used for decision-making?,Who uses the data?: CHPs,CHAs,Facility staff,County HR or Planning,Partners,National programs,Is community-level data integrated into KHIS/DHIS2?,Do you know that Kenya is in the process of locally manufacturing vaccines?,Would you be willing to be vaccinated with a locally manufactured vaccine?,Would you be willing to recommend/encourage mothers to get the locally manufactured vaccine.,How would they feel the local community will respond to locally made vaccines?,Any thoughts on what Government can do to improve the uptake of locally made medicines and vaccines? : Community sensitization and engagement to build public confidence in locally manufactured medicines and vaccines,Robust regulatory oversight is essential to ensure that locally produced medicines meet international quality standards,Assure and Communicate Product Quality,Ensure Competitive Pricing and Affordability,Reduce Overreliance on Imports and Build Resilience,"Communicate the contribution of local pharmaceutical production to job creation, innovation, and broader industrial growth",Local manufacturing strengthens resilience against global shocks and supports timely access to essential medicines and vaccines.
Community health workforce,Female,35-44,Above 10 years,Married,Tertiary (Diploma),Yes,Yes,Very clearly,Fully implemented,No,No,Yes,Yes,2,3,1,4,5,6,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Adequate,Relevant,Excellent,Excellent,Excellent,Excellent,Excellent,Permanent and pensionable,,Neither agree not disagree,Neither agree not disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Some of the time (1),Some of the time (1),Some of the time (1),Some of the time (1),Most of the time (4),No,"Yes, Majorly",Training and capacity building,Provision of stipends or top-up allowances,,Support for data collection and reporting systems,Support for supervision and mentorship,Community outreach and mobilization activities,,Transport or facilitation for field activities,Chairs for and Livelihood capacity building for IGAs,"Yes, i receive but not regularly",Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Disagree,Disagree,,,,,,Training opportunities,,,MOH Registers,Activity reporting forms,Digital tools (e-CHIS),Partner tools,,No,Weekly,Neither accurate nor Inaccurate,"Yes, regularly",CHPs,CHAs,,,Partners,,Fully integrated,Yes,Yes,Highly likely,They will be excited if sensitization is done is done strategically.,Community sensitization and engagement to build public confidence in locally manufactured medicines and vaccines,Robust regulatory oversight is essential to ensure that locally produced medicines meet international quality standards,Assure and Communicate Product Quality,,,"Communicate the contribution of local pharmaceutical production to job creation, innovation, and broader industrial growth",
Community health workforce,Female,35-44,05-Jun,Married,Tertiary (Diploma),Yes,Yes,Somewhat clearly,Moderately implemented,Yes,Yes,Yes,Yes,1,3,4,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Male,35-44,05-Jun,Married,Tertiary (Certificate),Not sure,Yes,Very clearly,To a large extend implemented,Yes,No,I don't know/CHC does not exist,No,1,2,3,4,5,6,,,Trained through a partner/NGO programme,,,,2 years,Adequate,Somewhat relevant,Good,,Neutral,Poor,Excellent,Employed through an NGO or partner organization,,Strongly disagree,Strongly agree,Neither agree not disagree,Agree,Disagree,Neither agree not disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Most of the time (4),More than half of the time (3),More than half of the time (3),Most of the time (4),All of the time (5),Yes,"Yes, Majorly",,,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",,,,,,,"Yes, i receive regularly",Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,,,,,,,None,,MOH Registers,,,,,Yes,Bi-Weekly,Very Accurate,Rarely,,CHAs,,,,,Partially integrated,Yes,No,Very Unlikely,good,Community sensitization and engagement to build public confidence in locally manufactured medicines and vaccines,,,,,,
Community health workforce,Female,25-34,05-Jun,Single,Tertiary (Diploma),Yes,Yes,Not so clearly,Moderately implemented,Yes,Yes,Yes,Yes,3,1,2,4,5,6,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Very adequate,Relevant,Good,Good,Good,Good,Excellent,Fixed-term contract (1 year or more),,Neither agree not disagree,Agree,Agree,Disagree,Disagree,Agree,Neither agree not disagree,Agree,Agree,Agree,Agree,More than half of the time (3),More than half of the time (3),Most of the time (4),Most of the time (4),Most of the time (4),No,Minimal,,,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",,,Community outreach and mobilization activities,Health commodities and supplies,,,"Yes, i receive regularly",Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,Training opportunities,,,MOH Registers,,Digital tools (e-CHIS),,,Yes,Weekly,Accurate,"Yes, regularly",CHPs,CHAs,Facility staff,County HR or Planning,Partners,National programs,Fully integrated,Yes,Yes,Unlikely,,Community sensitization and engagement to build public confidence in locally manufactured medicines and vaccines,Robust regulatory oversight is essential to ensure that locally produced medicines meet international quality standards,Assure and Communicate Product Quality,,,,
Community health workforce,Male,65+,Above 10 years,Married,Tertiary (Undergraduate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,18-24,0 - 2,Single,Tertiary (Undergraduate),Yes,Yes,Very clearly,To a large extend implemented,Yes,Yes,Yes,Yes,4,3,2,5,6,1,Enrolled through a formal training institution (college/university),,Trained through a partner/NGO programme,,On-the-job training without formal enrolment,,More than 2 years,Adequate,Relevant,Good,Good,Good,Good,Excellent,Volunteer (unpaid),,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,More than half of the time (3),More than half of the time (3),More than half of the time (3),More than half of the time (3),More than half of the time (3),Not sure,"Yes, Majorly",Training and capacity building,Provision of stipends or top-up allowances,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",Support for data collection and reporting systems,Support for supervision and mentorship,Community outreach and mobilization activities,Health commodities and supplies,Transport or facilitation for field activities,,"Yes, i receive but not regularly",Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,,,Airtime,Transport support,,Training opportunities,,,MOH Registers,Activity reporting forms,Digital tools (e-CHIS),Partner tools,CHPs data ,Yes,Monthly,Accurate,"Yes, regularly",CHPs,CHAs,Facility staff,County HR or Planning,Partners,National programs,Partially integrated,Yes,Yes,Highly likely,They will doubt at first but with the healthcare workers education and assurance they will accept at last ,Community sensitization and engagement to build public confidence in locally manufactured medicines and vaccines,Robust regulatory oversight is essential to ensure that locally produced medicines meet international quality standards,Assure and Communicate Product Quality,Ensure Competitive Pricing and Affordability,Reduce Overreliance on Imports and Build Resilience,"Communicate the contribution of local pharmaceutical production to job creation, innovation, and broader industrial growth",Local manufacturing strengthens resilience against global shocks and supports timely access to essential medicines and vaccines.
Community health workforce,Female,18-24,0 - 2,Single,Tertiary (Diploma),Yes,Yes,Extremely clearly,Moderately implemented,Yes,Yes,Yes,Yes,1,2,3,5,4,6,Enrolled through a formal training institution (college/university),,,,,,2 years,Very adequate,Very relevant,Excellent,Good,Excellent,Good,Good,Other (please specify),Finished my attachments on December currently just engaging with community activities ,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,At no time (0),At no time (0),At no time (0),At no time (0),At no time (0),Yes,"Yes, partially",Training and capacity building,Provision of stipends or top-up allowances,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",,,,,,,"No, i do not receive",Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,Phone,Airtime,,Recognition events,Training opportunities,,,MOH Registers,,Digital tools (e-CHIS),,,Partial,Monthly,Accurate,"Yes, regularly",,CHAs,Facility staff,County HR or Planning,Partners,National programs,Fully integrated,Yes,Yes,Likely,Community can easily be convinced due to what have been used in manufacturing the vaccines is from the community itself so they can adapt in undertaking the practice. ,Community sensitization and engagement to build public confidence in locally manufactured medicines and vaccines,Robust regulatory oversight is essential to ensure that locally produced medicines meet international quality standards,Assure and Communicate Product Quality,,,,
Community health workforce,Female,25-34,0 - 2,Prefer not to say,Tertiary (Undergraduate),Yes,Yes,Very clearly,Moderately implemented,Yes,Yes,Yes,Yes,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Male,25-34,03-Apr,Single,Tertiary (Undergraduate),Yes,Yes,Somewhat clearly,Moderately implemented,No,I don't know/CHC does not exist,No,Yes,4,5,3,6,1,2,,Selected and trained by county government,Trained through a partner/NGO programme,,On-the-job training without formal enrolment,,Less than 1 year,Inadequate,Relevant,Neutral,Good,Excellent,Good,Excellent,Volunteer (unpaid),,Disagree,Disagree,Disagree,Neither agree not disagree,Neither agree not disagree,Agree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Disagree,More than half of the time (3),Most of the time (4),More than half of the time (3),Less than half of the time (2),Most of the time (4),Yes,"Yes, partially",Training and capacity building,,,,Support for supervision and mentorship,Community outreach and mobilization activities,,,,"No, i do not receive",Disagree,Disagree,Neither agree nor disagree,,Disagree,Agree,Neither agree nor disagree,Uniforms / badges,,Airtime,Transport support,,Training opportunities,,,MOH Registers,Activity reporting forms,Digital tools (e-CHIS),,,Partial,Monthly,Accurate,Occasionally,CHPs,CHAs,,,,National programs,Partially integrated,Don't Know,Yes,Likely,A good show of support to our health care incentives ,Community sensitization and engagement to build public confidence in locally manufactured medicines and vaccines,Robust regulatory oversight is essential to ensure that locally produced medicines meet international quality standards,Assure and Communicate Product Quality,,,,Local manufacturing strengthens resilience against global shocks and supports timely access to essential medicines and vaccines.
Community health workforce,Female,35-44,09-Oct,Married,Postgraduate,Yes,No,Very clearly,To a large extend implemented,Yes,Yes,Yes,Yes,2,3,1,5,6,4,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Very adequate,Very relevant,Excellent,Excellent,Excellent,Excellent,Excellent,Permanent and pensionable,,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Some of the time (1),Some of the time (1),Some of the time (1),Some of the time (1),Some of the time (1),No,"Yes, partially",Training and capacity building,,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",Support for data collection and reporting systems,,Community outreach and mobilization activities,,,,"Yes, i receive but not regularly",Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,,,,,,Training opportunities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,25-34,03-Apr,Married,Tertiary (Diploma),Yes,Yes,Very clearly,Fully implemented,Yes,No,Yes,Yes,1,2,3,4,5,6,Enrolled through a formal training institution (college/university),,,,,,2 years,Very adequate,Very relevant,Excellent,Excellent,Excellent,Excellent,Excellent,Permanent and pensionable,,Strongly agree,Strongly agree,Agree,Neither agree not disagree,Neither agree not disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,All of the time (5),All of the time (5),All of the time (5),All of the time (5),All of the time (5),Yes,"Yes, Majorly",Training and capacity building,,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",,,,Health commodities and supplies,,,"Yes, i receive regularly",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Airtime,,,,,,MOH Registers,,,,,No,Monthly,Very Accurate,"Yes, regularly",CHPs,CHAs,Facility staff,County HR or Planning,Partners,National programs,Fully integrated,No,No,Highly likely,,Community sensitization and engagement to build public confidence in locally manufactured medicines and vaccines,,,,,,
Community health workforce,Female,35-44,09-Oct,Married,Tertiary (Undergraduate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,45-54,05-Jun,Single,Primary,Yes,No,Very clearly,Minimally implemented,Yes,Yes,Yes,No,1,2,4,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Male,25-34,07-Aug,Married,Tertiary (Diploma),Yes,Yes,Not so clearly,Not implemented,No,Yes,Yes,No,4,2,1,5,3,6,Enrolled through a formal training institution (college/university),,,,,,Less than 1 year,Inadequate,Relevant,Excellent,Excellent,,Good,Excellent,Volunteer (unpaid),,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,At no time (0),At no time (0),Most of the time (4),Some of the time (1),Some of the time (1),Yes,"Yes, partially",,,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",,,,,,,"No, i do not receive",Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,,,,,,,None,,MOH Registers,Activity reporting forms,,,,Yes,Monthly,Very Accurate,"Yes, regularly",CHPs,CHAs,Facility staff,County HR or Planning,Partners,National programs,Fully integrated,Yes,Yes,Likely,Positively ,Community sensitization and engagement to build public confidence in locally manufactured medicines and vaccines,,,,Reduce Overreliance on Imports and Build Resilience,"Communicate the contribution of local pharmaceutical production to job creation, innovation, and broader industrial growth",Local manufacturing strengthens resilience against global shocks and supports timely access to essential medicines and vaccines.
